Region,Category,Headline,Content,URL
Latin America,Uncategorized,Argentina’s top court finds Nazi files ‘of global significance’ in basement,"More than 80 boxes filled with documents from Nazi Germany have been discovered in the basement of Argentina’s Supreme Court, decades after the crates were stashed in 1941.
The “discovery of global significance” came as workers were clearing out the area in preparation for transferring the archives to a newly-established museum, the court said in a statement on Monday.
The 83 boxes were sent by the German embassy in Japan’s capital Tokyo to Argentina in June 1941 on board the Japanese steamship “Nan-a-Maru”, the court statement said.
At the time, German diplomats in Argentina claimed they contained personal effects, but the shipment was held up by customs and became the subject of a probe by a special commission on “anti-Argentine activities”. A judge later ordered the seizure of the materials, and the matter ended up before the Supreme Court, which took possession of the crates.
About 84 years later, upon opening one of the boxes, the court identified material “intended to consolidate and propagate Adolf Hitler’s ideology in Argentina during the Second World War”.
The rest of the boxes were opened last Friday in the presence of the chief rabbi of the Argentine Israelite Mutual Association (AMIA) and officials of the Buenos Aires Holocaust Museum.
“Given the historical relevance of the find and the potential crucial information it could contain to clarify events related to the Holocaust, the president of the Supreme Court, Horacio Rosatti, ordered an exhaustive survey of all the material found,” the court said.
“The main objective is to … determine if the material contains crucial information about the Holocaust and if any clues found can shed light on aspects still unknown, such as the route of Nazi money at a global level,” it added.
The court has transferred the boxes to a room equipped with extra security measures and invited the Holocaust Museum in Buenos Aires to participate in their preservation and inventory.
Experts will examine them for any clues about still-unknown aspects of the Holocaust, such as international financing networks used by the Nazis.
Argentina remained neutral in World War II until 1944. The South American country declared war on Germany and Japan the following year. From 1933 to 1954, according to the Holocaust Museum, 40,000 Jews entered Argentina as they fled Nazi persecution in Europe.
But after World War II, Argentina, led by President Juan Peron, became a haven for several high-ranking Nazi officials.
They included Adolf Eichmann, who was considered a key architect of Hitler’s plan to exterminate Europe’s Jews. He was captured in Buenos Aires in 1960 and taken to Israel, where he was tried and executed.
Nazi doctor Josef Mengele, too, hid away in Argentina before fleeing to Paraguay and later Brazil, where he died.",https://www.aljazeera.com/news/2025/5/13/argentinas-top-court-uncovers-80-boxes-of-nazi-propaganda
Latin America,Uncategorized,Who is Pope Leo XIV?,,https://www.aljazeera.com/program/newsfeed/
Latin America,Uncategorized,‘Leone!’ Vatican crowds hail Leo XIV as new pope of the Catholic Church,"Vatican City – It felt like the square could talk in one voice: “Leone! Leone! Leone!”
Thousands of people in St Peter’s Square chanted in chorus the name adopted by Robert Prevost as he ascended to the papacy on Thursday: Leo XIV.
Just an hour and a half earlier, white smoke had billowed from the chimney of the Sistine Chapel, announcing that a conclave of cardinals had elected a new leader for the world’s 1.4 billion Catholics.
Now, it was time to meet Pope Leo himself. A solemn silence fell across the square. The faithful waited to hear the pope’s first message, which would set the tone for his papacy.
“Peace be upon you,” said Leo XIV, appearing on the central balcony of St Peter’s Basilica.
He proceeded to repeat a blessing uttered by his late predecessor, Pope Francis, just weeks earlier: “God loves us, God loves everyone, and evil will not prevail. We are in the hands of God.”
It was a closely watched moment, with red-hatted cardinals poking out of nearby windows to catch their first glimpse at the newly minted pontiff.
Pope Leo XIV was elected on the second day of the conclave, and his opening remarks as leader signalled continuity with Francis, who died on April 21 at age 88. But experts say he is likely to strike a middle path, between furthering Francis’s inclusive agenda and embracing Vatican tradition.
“Peace” was one of the most used words in his brief speech — a choice meant to echo the words that Jesus pronounced after Easter, as Vatican spokesperson Matteo Bruni explained during a news briefing.
Leo XIV called on Catholics to seek “a disarmed peace and a disarming peace” through “dialogue” and “building bridges”, in a brief speech heavy with themes of unity.
“Bravo! That is what we need!” one audience member in the square shouted as the new pope spoke.
Another, 29-year-old Kasper Mihalak from Denmark, was squeezed in the middle of the crowd hoping to catch a glimpse of the first North American pope.
“I am really excited. Cardinal Prevost, now Leo XIV — it’s gonna be amazing! He said a lot about peace during his speech. I think the world now really needs it,” Mihalak said.
Rosaria Venuto could hardly hold back her tears. Early in the morning, she picked up her two children and drove four hours from Ascoli Satriano, a small town in the southern Italian province of Apulia, to be in St Peter’s Square.
“I am deeply moved to have the chance to be here and live through this joy and be a small part of this historical event,” she said.
Born in Chicago, a midwestern city in the United States, Leo XIV spent more than two decades in Peru, where he acquired dual citizenship.
There, he worked in some of Peru’s poorest areas, and he eventually became the bishop of Chiclayo, in the country’s agricultural north. Then, in 2023, Pope Francis appointed him to lead a powerful office that manages bishops across the world.
Phil Pullella, a Vatican expert who has covered the papacy for more than four decades, said that background offers a degree of continuity with Francis, who hailed from Argentina and advocated against poverty.
“He knows about poverty in Latin America,” Pullella said of Leo XIV. “So, he’s not the same thing as if they had elected some cardinal of New York, for example.”
That continuity was likely appreciated by conservative camps at the Vatican, as well as liberal-leaning ones, Pullella added.
“He comes from the wealthy world, but he witnessed firsthand the problems of the Global South in a poor country,” he said.
Still, Pullella noted that the way Leo XIV dressed showed that “he is going to be his own man”.
Instead of the simple white cassock that Pope Francis wore in 2013 when he was elected, Leo XIII added a traditional red cape over his vest, symbolising the spiritual and temporal powers of his office.
“In a sense, he is going back a little bit to that kind of tradition,” Pullella said. “He would not have been elected had he not had the votes of the conservative bloc.”
Leo XIV’s election came as a surprise to many. Many observers were betting on a new pope by nightfall, but few expected only three rounds of voting.
The crowd was stunned when white smoke started to pour out of the tiny chimney by early evening, at around 6:09pm local time (16:00 GMT).
That was the signal that — of the 133 cardinals under the age of 80 who were eligible to vote — a candidate had received the two-thirds majority needed to become pope.
This year’s conclave had the distinction of being the most international in the Vatican’s history: The participating cardinals hailed from more than 70 countries, representing divergent views for the Catholic Church’s future.
The diversity was part of the legacy of Pope Francis, who appointed cardinals from underrepresented countries like Laos and Haiti to broaden the church’s global appeal.
Francis spent 12 years as head of the Catholic Church, shaking up the establishment by adopting a distinct style and tone, focused on austerity and advocacy for marginalised populations.
The late pope’s efforts caused excitement among reformers but also dismay among conservatives, who accused him of diluting the Church’s teachings. Experts say that led to a deep polarisation within the church, with some members criticising Francis for decentralising the church’s authority.
Those experts point out that Leo XIV’s experience in the Roman Curia — the church’s government — was likely a selling point among conservative conclave voters looking for stability in the years ahead.
While Pope Leo XIV’s first moves are yet to be revealed, his choice of name is noteworthy.
Bruni, the Vatican spokesperson, noted that “Leo” is a direct reference to Pope Leo XIII, who adopted a new social doctrine in the late 19th century.
In 1891, Pope Leo XIII wrote an encyclical — or papal letter — known as the Rerum Novarum. It called on Catholics to address the “wretchedness” facing the working class, amid the upheavals of industrialisation and political changes like the unification of Italy.
That encyclical marked a radical new approach to workers, and it triggered the creation of Catholic newspapers, social cooperatives and banks — a social movement that is still alive today.
Bruni said the current Pope Leo hoped to draw a parallel to that time, with its technological revolutions.
“It is not a casual reference to the men and women of their work at a time of artificial intelligence,” Bruni explained.
Robert Orsi, a professor of religious studies at Northwestern University, said the name choice could also signify other historical parallels.
Leo XIII “strongly put down a movement called Americanism,” said Orsi.
“This movement was a kind of nationalist impulse within Catholicism, with national churches claiming to have their own identities, their own particular ways of doing things,” he explained. “And I think by choosing the name Leo XIV, this pope was, without a doubt, signalling a return to a global Catholicism.”
Pullella also believes it is noteworthy that, while Leo XIV mentioned his parishioners in Peru, he avoided highlighting his ties with the US.
“I think it’s very significant that he did not give a shout-out to the United States. He didn’t say, ‘I’m from America.’ He didn’t speak in English,” Pullella said.
That sent a message that “basically he’s not owned by the United States”, Pullella added. Leo XIV has previously been critical of the administration of US President Donald Trump over issues like nationalism and migration, just as the late Pope Francis was.
Still, Orsi predicted the Vatican under the new Pope Leo would be “subtle and wise” in how he deals with Trump in the years to come.",https://www.aljazeera.com/news/2025/5/9/leone-vatican-crowds-hail-leo-xiv-as-new-pope-of-the-catholic-church
Latin America,Politics,Ford to raise prices on three cars produced in Mexico: RPT,"Ford Motor Company has raised prices for three of its vehicles produced in Mexico, becoming one of the first major carmakers to adjust sticker prices following US President Donald Trump’s tariffs.
The new prices took effect on vehicles produced on May 2 or later, according to the news agency Reuters, which first reported the story on Wednesday.
Prices on the Mustang Mach-E electric SUV, Maverick pick-up — one of its most affordable and popular vehicles— and Bronco Sport will increase by as much as $2,000 on some models, according to a notice sent to dealers, which was reviewed by Reuters.  A Ford spokesperson said the cars with the raised price tag would arrive at dealer lots in late June.
Ford said the trade war would add about $2.5bn in costs for 2025, but it expects to reduce that exposure by about $1bn. General Motors said last week that tariffs were projected to cost it between $4bn and $5bn following the imposition of hefty levies on foreign imports of automobiles, but it expected to offset that by at least 30 percent.
Trump’s tariffs have unleashed weeks of uncertainty across the auto sector, as major carmakers in the United States and Europe have pulled forecasts, shifted production and caused companies to idle plants.
Following weeks of pushback from the auto industry, Trump softened his tariffs on foreign auto parts imports to give carmakers credits for what is produced in the US and to avoid double-tariffs on raw materials used in production. However, the White House has not rescinded a 25-percent tariff on the 8 million vehicles the US imports annually.
Ford is in a better position to weather tariffs than some of its competitors because of its strong US manufacturing base. The Dearborn, Michigan, automaker assembles 79 percent of its US-sold vehicles domestically, compared with GM’s 53 percent, according to an analyst note from Barclays.
Ford and GM also face significant levies on imports from China and South Korea, respectively. GM estimated that the costs on its Korean imports totalled about $2bn, while Ford declined to specify the expenses around importing vehicles from China.
Automakers that rely on exports to the US are facing increased pricing pressure. A dozen major carmakers, including Toyota and GM, import at least 40 percent of the vehicles they sell in the US, with some, such as Volkswagen and Hyundai Motor, importing more than 60 percent, according to 2024 data from S&P Global Mobility.
Before Ford’s move, most carmakers had not taken the step of boosting prices, but had warned that it was on the way. Porsche said it would have to boost its selling cost if tariffs remained in place, while US Volkswagen’s Audi brand also suggested potential price increases, without providing any details.
By contrast, BMW expects US car tariffs to decline from July, based on its contacts with US officials – a more upbeat assessment of the trade climate than many rivals. GM’s finance chief, Paul Jacobson, told analysts last week that the automaker was not expecting imminent price increases, saying they “feel good about where the pricing environment is today”.",https://www.aljazeera.com/economy/2025/5/7/ford-to-raise-prices-on-three-cars-produced-in-mexico-report
Latin America,Uncategorized,Women in the Catholic Church: Which way will the next pope go?,"Rome, Italy – When Pope Francis was elected in 2013, he faced loud calls to expand the role of women within the Roman Catholic Church.
To some extent, he delivered. Francis opened key meetings to women; allowed them to senior roles within the powerful central bureaucracy of the Church; and appointed the first female head of the Vatican governorate. For some, these were giant strides for a deeply conservative institution. But to many others, Francis’s moves fell short of what was needed to make the Church truly inclusive.
Now, as cardinals hold daily meetings before beginning the process of voting following his death on April 21, the role of women in the Church remains a divisive issue. When the cardinals finally emerge from their cocoon in the Vatican, will they have picked a pope who will build on Francis’s changes — or someone who might roll them back?
“Women are not holding their breath,” said Kate McElwee, the executive director of Women’s Ordination Conference, a nonprofit focused on women’s rights within Church institutions. “There is some anxiety on whether the next papacy will see some backsliding on the progress because there is a real desire for the project of [women’s] inclusion to continue.”
Francis’s legacy, when it comes to women in the Church, is still up for debate.
He gave women the power to vote on issues related to the Church at the Synod of Bishops. He also appointed a dozen women to high-ranking positions, including Barbara Jatta as the director of the Vatican Museums, Sister Raffaella Petrini as the president of the powerful Vatican City State, and Sister Simona Brambilla as the first female prefect of a Vatican office overseeing religious orders for both men and women. Overall, throughout Pope Francis’s papacy, the presence of women in the Church’s workforce rose from about 19 percent to 23.4 percent, according to Vatican figures.
But to some, these were just cosmetic changes. The pope did not move forward on the polarising issue of women’s ordination, particularly as deacons or priests.
In the Catholic Church, the role of a deacon involves certain religious functions, such as assisting during mass and performing baptism, but does not allow carrying out most sacraments.
Pope Francis set up two commissions – the first in 2016 and the second in 2020 – to consider whether women could serve as deacons by studying if that was the case in the early centuries of the Church. The report produced by the first group was never released to the public as the commission was not able to agree on the issue, according to Francis, while the second never concluded its work. In 2024, during an interview with US broadcaster CBS, Pope Francis gave a flat “no” to the ordination of women deacons. But a few months later, he signed off on the final document of a synod, saying the issue should remain an “open” question.
“It feels like he unlocked the door but didn’t fully open it,” McElwee said.
And as for women becoming priests, Pope John Paul II in 1994 issued a ban that has since been repeatedly reaffirmed.
That underrepresentation is in stark display these days as members of an all-male body are discussing the fate of the Church. At pre-conclave meetings in Rome, cardinals are discussing what they believe are the core issues and priorities that a future pope should be able to tackle – from the Church’s sexual and financial scandals and the global crisis of faith to the ties with China and the importance of canon law.
Most of the cardinals who will vote for the new pontiff inside the Sistine Chapel this week have been appointed by Pope Francis and are aligned with many aspects of his agenda, such as social justice, migration and climate change. Yet, observers say they have not spelled out their positions on women in the Church clearly.
In 2023, Cardinal Anders Arborelius, the bishop of Stockholm, Sweden, said it was “important to see that there are other ways” for women to serve the Church “than ordained ministry”. And in a speech at a pre-conclave meeting this week, Beniamino Stella, an Italian cardinal seen as close to the late pope, surprised fellow clergymen by accusing Francis of having created “chaos” in the Church by opening the governance of Vatican offices to men and women who were not part of the clergy.
Sister Marie, a nun who arrived in the Vatican from Marseille, France, awaiting the election of the new pope, agreed.
“Everybody has their role and we are happy to stay at our place, which is not within the hierarchy of the Church,” she said, asking her surname to be withheld. “It [women as deacons or priests] would denaturalise the institution of the Church and the process of transmitting the faith,” she said.
There is also the conservative guard that was outraged by Francis’s decision to appoint nonclerical people to top positions. In an interview with the Italian newspaper Repubblica last week, Cardinal Gerhard Ludwig Muller from Germany, a leading conservative, noted how the Roman Curia – the administrative body of the Roman Catholic Church – is an ecclesiastical body that should not be managed by lay people, likely a criticism of Sister Brambilla’s appointment last year.
Still, the Church cannot afford to ignore the subject of women and their role any more, suggested Sabina Pavone, a professor of history of Christianity at the University of Naples L’Orientale and member of the Italian Society of Historians.
“There is an awareness that this topic needs to be addressed because it continues to be considered one of the hot topics, but how to address it – that is not clear yet,” Pavone said.
The issue of women’s inclusion in the Church is increasingly also a practical matter central to the very functioning of Catholic institutions, she pointed out. Women already run the show in many areas of the world, from managing parishes, supporting local healthcare systems and teaching, while fewer men are entering the priesthood in most places.
“The Church has already changed,” Pavone said. “And the Church has to keep pace with this reality.”",https://www.aljazeera.com/news/2025/5/6/women-in-the-catholic-church-which-way-will-the-next-pope-go
Latin America,Uncategorized,Plane crash survivors rescued from alligator-infested swamp in Bolivia All,,https://www.aljazeera.com/program/newsfeed/
Latin America,Politics,Brazil police arrest two suspects over Lady Gaga gig bomb plot,"Brazilian police have arrested two people in connection with an alleged plot to detonate explosives at a Lady Gaga concert in Rio de Janeiro that drew more than two million people.
The Civil Police of Rio de Janeiro said on social media on Sunday that it had thwarted a bomb attack that had been planned by the suspects for the free concert, held on the famous Copacabana Beach on Saturday.
The police added that an adult “responsible for the plan” had been arrested along with a teenager in an operation codenamed “Fake Monster” – a reference to “Little Monsters”, the star’s pet name for her fans.
The suspects, it said, had recruited people online to “carry out attacks using improvised explosives” in the aim of “gaining notoriety on social media”. Police working in coordination with the Justice Ministry carried out raids across Rio de Janeiro state as well as in the states of Sao Paulo, Rio Grande do Sul, and Mato Grosso.
Felipe Cury, secretary of the Rio Police, said on Sunday that authorities believed the suspects sought to target Brazil’s LGBTQ community as they had “clearly” stated they were planning an attack “motivated by sexual orientation”.
Rio Police Chief Luiz Lima said the group behind the plot disseminated hate speech and violent content online “in order to attract more viewers, more participants – most of them teenagers, many of them children”.
The show, which Rio City Hall said attracted 2.1 million people, went ahead without disruption even though Brazilian authorities said they had arrested suspects in the hours preceding the event.
A spokesperson for Lady Gaga said in a statement that the star and her team had not been aware of safety concerns “prior to and during the show”, only learning about the threat the next morning.
The statement added: “Her team worked closely with law enforcement throughout the planning and execution of the concert and all parties were confident in the safety measures in place.”
Security was tight at Saturday’s concert, with 5,200 military and police officers deployed to the beach where fans revelled in the pop singer’s classic hits like the song Born This Way, which became an LGBTQ anthem after its 2011 release.
The free beach concert stood out at a time of exorbitant ticket prices for live music around the world.",https://www.aljazeera.com/news/2025/5/4/brazil-police-arrest-two-suspects-over-lady-gaga-gig-bomb-plot
Latin America,Politics,Brazil’s ex-President Bolsonaro discharged after three weeks in hospital,"Brazil’s former President Jair Bolsonaro has been discharged after spending three weeks in hospital recovering from major abdominal surgery.
The right-wing politician, who led the South American country between 2019 and 2022 before losing his re-election bid, was being treated for an intestinal obstruction before his release on Sunday.
He has had several medical complications, including six surgeries, since a 2018 stabbing that left him with lasting injuries.
The 70-year-old Bolsonaro had earlier on Sunday said on social media that he was set to be discharged, and even suggested that he would try to attend a rally on Wednesday being planned by supporters.
“I’m going home renewed. My next challenge: joining the Peaceful March for Humanitarian Amnesty on Wednesday, May 7,” Bolsonaro wrote.
The rally is being held in support of an amnesty for supporters of the former president who stormed government buildings following Bolsonaro’s loss to current Brazilian President Luiz Inacio Lula da Silva in 2022. Bolsonaro had refused to publically acknowledge his defeat at the time.
Bolsonaro had been touring the country attempting to drum up support for an amnesty for the January 2023 riots when he was hospitalised after experiencing severe abdominal pain during a political event in the northeastern state of Rio Grande do Norte in April.
The ex-president, who is aligned with right-wing figures in the United States and elsewhere, has his own legal troubles, after Brazil’s Supreme Court ruled in March that he should stand trial for being part of an alleged plot to overturn his 2022 election loss.
Thirty-three others have been accused of being part of the coup plot, which reportedly included a plan to poison President Lula and kill a Supreme Court judge.
Bolsonaro has already been barred by the Supreme Court from running in any elections until 2030 over his abuse of power while he was in office, and spreading rumours that the country’s electronic voting system was rife with fraud.",https://www.aljazeera.com/news/2025/5/4/brazils-ex-president-bolsonaro-discharged-after-three-weeks-in-hospital
Latin America,Politics,Week in Pictures: From drone strikes in Ukraine to Australian elections,"From 50th anniversary of the end of the Vietnam War to May Day rallies around the world, here is a look at the week in photos.",https://www.aljazeera.com/gallery/2025/5/4/week-in-pictures-from-drone-strikes-in-ukraine-to-australian-elections
Latin America,Uncategorized,Alvarez beats Scull to reclaim undisputed super-middleweight title,"Saul “Canelo” Alvarez has re-unified the IBF super middleweight championship with his WBA (Super), WBC and WBO belts with a unanimous decision victory over William Scull, setting up a bout with former welterweight champion Terence Crawford in September.
Cuba’s Scull, who had an advantage in height and reach over Alvarez, was unable to find an answer to the Mexican’s methodical stalking and effective body blows as he suffered the first loss of his professional boxing career on Sunday.
“For me, it’s a boring fight. [Scull was] not trying to win, just trying to survive. I hate these kinds of fights,” Alvarez said in his post-fight interview after all three judges awarded him the victory (115-113, 116-112, 119-109).
Alvarez, who was stripped of the IBF strap last year after choosing to fight Edgar Berlanga over the sanctioning body’s number-one contender Scull, has now become the undisputed 168-pound champion for the second time.
Scull’s quick movements were not enough to evade Alvarez’s steady onslaught early on as the Mexican landed strong body blows in the second and fourth rounds, leaving Scull momentarily off balance.
Alvarez, fighting outside the United States and Mexico for the first time, continued stalking the Cuban in the fifth round, but Scull fought back, breaking Alvarez’s guard with a right uppercut and pushing him back before catching him with a counter.
“Don’t let this guy get bigger and more confident,” Alvarez’s corner warned him at the end of the sixth round after Scull caught him with another right hand before Alvarez responded with body shots.
Alvarez landed combinations to the body in the seventh round, and caught Scull with a lead left hook near the ropes in the eighth.
Measured attacks to the body continued from Alvarez, as he landed 40 body blows in the bout while Scull managed only six, claiming the 63rd win of his professional career.
Alvarez, 34, improved to 63-2-2 with 39 knockouts after doing enough on his Saudi debut which continued his tradition of fighting during the Mexican festival weekend of Cinco de Mayo.
The Mexican said he was looking forward to returning to the ring against undefeated Crawford in Las Vegas.
“Crawford is one of the best out there, I like to share the ring with that kind of a fighter. It’s my pleasure,” he said.
American Crawford, who became the undisputed welterweight champion with a knockout win over Errol Spence Jr in 2023, said he was ready to take on Alvarez as they faced off in the ring.
“In September, I’ll show the world what greatness looks like,” Crawford said.
Alvarez signed a four-fight deal with Saudi Arabia’s Riyadh Seasons promotion in February.
In recent years, the kingdom has been pouring money into boxing events as part of Saudi Arabia’s oil-funded thrust into the sporting world, which has drawn accusations of “sportswashing” its dire human rights record.
Along with Formula One, the LIV Golf tour and attracting several ageing football stars to its domestic league, Saudi Arabia was named last year as the host of the 2034 football World Cup.",https://www.aljazeera.com/sports/2025/5/4/canelo-alvarez-beats-scull-to-reclaim-undisputed-super-middleweight-title
Latin America,Politics,Sheinbaum says she rejected Trump’s offer to send US troops to Mexico,"Mexican President Claudia Sheinbaum says she rejected an offer from her United States counterpart, Donald Trump, to send US troops to Mexico to help combat drug trafficking.
Speaking at a public event on Saturday, Sheinbaum said Trump had asked her during a call how he could help fight organised crime and suggested sending US troops.
The Mexican leader said she declined, telling Trump, “We will never accept the presence of the United States army in our territory.”
Sheinbaum added: “I told him, ‘No, President Trump, our territory is inviolable, our sovereignty is inviolable, our sovereignty is not for sale.'”
Her comments come a day after the Wall Street Journal reported that Trump was pressuring Mexico to allow “deeper US military involvement” in the fight against drug cartels.
Citing unnamed people familiar with the matter, the news outlet said “tension rose” during an April 16 call between the two leaders as Trump “pushed to have US armed forces take a leading role in battling Mexican drug gangs that produce and smuggle fentanyl to the US”.
Since taking office in January, Trump has repeatedly hit out at Mexico and the US’s other neighbour, Canada, over drug trafficking.
He has accused the two countries of allowing illegal drugs, most notably fentanyl, to flow over their borders into the US.
Trump’s administration has also tied its push to impose steep tariffs on Mexican and Canadian goods to fentanyl trafficking, among other factors.
On Saturday, Sheinbaum said she had offered to collaborate with the US during her talks with Trump, including through greater information-sharing.
At the same time, the Mexican president said she had urged Trump to stop the cross-border arms trafficking that has contributed to a wave of violence that has killed more than 450,000 in Mexico over nearly two decades.
She added that Trump issued an order on Friday “to ensure that everything necessary is in place to prevent weapons from entering our country from the United States”.
A spokesperson for the US National Security Council told the Reuters news agency that Trump had been “crystal clear that Mexico must do more to combat these gangs and cartels and the United States stands ready to assist and expand the already close cooperation between our two countries”.
The spokesperson added that Trump had worked closely with Sheinbaum to achieve the “most secure southwest border in history”.
But “dangerous foreign terrorist organizations continue to threaten our shared security and the drugs and crime they spread threaten American communities across the country”, the spokesperson said.
Meanwhile, Trump has continued to push forward with his plan to carry out the “largest deportation operation” in US history, despite several legal challenges against his hardline anti-immigration policies.
The US Department of Defense said earlier this week that it designated a second stretch on the border with Mexico as a military zone to enforce immigration laws.
The newest area is in the US state of Texas and is attached to the Fort Bliss Army base in El Paso.
Like the first zone established last month in New Mexico, military personnel are authorised to take custody of migrants who irregularly cross the border until they are transferred to civilian authorities in the US Department of Homeland Security.",https://www.aljazeera.com/news/2025/5/3/sheinbaum-says-she-rejected-trumps-offer-to-send-us-troops-to-mexico
Latin America,Uncategorized,"Why is measles spreading in Canada, Mexico and the US?","The United States and Canada are experiencing one of their worst measles outbreaks in years, while the virus has also crossed to neighbouring Mexico.
A total of 2,500 cases and four deaths have been reported in the outbreaks across the three countries. Vaccine hesitancy has been blamed.
Here is what we know about the outbreaks so far and why measles cases are on the rise.
Measles is a highly contagious viral illness that starts with symptoms including high fever, cough, runny nose, red or watery eyes, and sensitivity to light. A few days after infection, a red, blotchy rash typically appears on the face and spreads down the body. Fatigue and loss of appetite are also common.
Most people recover within two to three weeks but complications, particularly in young children and those with weakened immune systems, can be serious.
These include ear infections, diarrhoea, pneumonia and brain swelling (encephalitis) which can lead to permanent disability or death. In wealthier countries, measles causes about one death in every 5,000 cases, but in lower-income regions with weaker healthcare systems, the fatality rate can be as high as one in 100.
Before the measles vaccine was introduced in 1963, about 3 to 4 million cases of measles were reported annually in the US, with hundreds of deaths and thousands of hospitalisations. By 2000, following widespread vaccination, measles was declared “eliminated” in the US – meaning there had been no continuous transmission of the disease for more than 12 months. Countries that have eliminated a disease through vaccines are considered to have “herd immunity” as long as vaccines continue to be offered to everyone.
Herd immunity occurs when enough people in a community become immune to a disease, either through vaccination or by recovering from an infection.
The number of people who need to be immune in order to achieve herd immunity for the whole community varies from disease to disease. Measles, which spreads very easily, requires 95 percent of a community to have immunity.
When most people are immune, the disease has a much harder time spreading – meaning it is more likely to die before it can be transmitted to another host. This helps to protect those who cannot be vaccinated for specific reasons, including newborn babies or people with certain health conditions.
Experts say the safest way to maintain herd immunity is through vaccination due to the potentially severe effects of a measles infection.
According to the World Health Organization (WHO), measles vaccination prevented an estimated 31.7 million deaths globally between 2000 and 2020.
The measles, mumps and rubella (MMR) vaccine, widely used around the world, provides about 97 percent protection against the measles virus, according to public health agencies.
The vaccine is normally given to children in two stages: The first dose at 12 months and the second at about three years and four months of age (when the child is nearing pre-school age), as part of routine immunisation programmes in countries like the United Kingdom.
Breakthrough cases in vaccinated people are rare and usually mild.
North America is experiencing a significant measles resurgence, with more than 2,500 confirmed cases across the US, Canada and Mexico. Three deaths have occurred in the US and one in Mexico. The outbreak began in late 2024 in Ontario, Canada, before spreading to Texas and northern Mexico in early 2025, with Mennonite communities (Anabaptist Christian congregations), a historically under-vaccinated population, being the hardest hit.
A WHO report in April stated that measles cases in the Americas during the first three months of this year were 11 times higher than during the same period in 2024. The region now faces a “high” risk of measles outbreaks, compared with a “moderate” risk globally, the WHO said.
The US has so far reported 935 confirmed measles cases across 30 states, with Texas being the epicentre of the outbreak, accounting for 683 of those cases. The outbreak has now also spread to New Mexico (67 cases), Oklahoma (16) and Kansas (37).
Three people died from measles between February and April, including two unvaccinated children in Texas and one unvaccinated adult in New Mexico. These mark the country’s first measles deaths since 2015.
In 2019, the US experienced its most significant measles outbreak since 1992, with 1,274 confirmed cases reported across 31 states, but no deaths.
Meanwhile, Canada is experiencing its worst measles outbreak in more than 25 years. Since mid-October 2024, Ontario alone has recorded more than 1,000 cases.
Canadian officials confirmed that the outbreak had originated from a large gathering in New Brunswick province that involved Mennonite communities, which strive for a simple life and tend to avoid modern technology and medicine.
In Mexico, the number of measles cases has risen sharply this year in the northern state of Chihuahua, where 786 cases have been reported so far. Just seven cases were reported in the whole country last year. A 31-year-old, unvaccinated man from Ascension, Chihuahua, died from the disease in early April.
According to the WHO and the US Centers for Disease Control and Prevention (CDC), the main reason measles is spreading is that fewer people are taking up vaccines. Misinformation and growing hesitancy have seen vaccination rates dropping below the level needed for herd immunity.
In some US states and Canadian provinces, exemptions – giving non-medical reasons for declining vaccines, such as for personal or religious reasons – are becoming more common. This has led to the existence of clusters of unvaccinated people who are more vulnerable to outbreaks when exposed to the virus.
The US CDC reported that during the 2023-2024 school year, exemptions from one or more vaccines were claimed by parents or carers of 3.3 percent of preschool children, compared with 3 percent the previous year. Exemptions were higher in 40 states and the District of Columbia, with 14 states reporting exemption rates exceeding 5 percent.
Health officials point to how closely connected the affected communities in the US, Canada and Mexico are, with people frequently travelling between them. Mennonite groups, in particular, have strong cross-border ties and lower vaccination rates, making it much easier for the virus to spread from one region to another.
Anti-vaccine advocates, often referred to as “anti-vaxxers”, oppose vaccinations for a number of reasons, including fears about side effects, distrust of pharmaceutical companies or government agencies, and religious or personal beliefs.
Mennonite groups in Ontario and Chihuahua have also historically been hesitant about taking up vaccines, and health authorities say a significant share of recent measles cases in these areas are concentrated within this population.
One of the most persistent myths driving vaccine hesitancy is the claim that vaccines cause autism. This belief stems from a 1998 study that has since been discredited and retracted.
Robert F Kennedy Jr’s appointment as US Secretary of Health and Human Services prompted concern among health experts, particularly as measles cases are on the rise across North America.
Kennedy, a longstanding vaccine sceptic, has repeated false claims that vaccines are linked to autism and that the MMR vaccine contains “aborted fetus debris”.
Health experts have debunked this claim. The rubella part of the vaccine was made using lab-grown cells which were copied from a single foetal sample taken in the 1960s. These cells have been multiplied in labs for decades and are used to grow the virus needed for the vaccine. But the cells themselves are removed during the process, so there is no fetal tissue in the actual shot.
Kennedy has been criticised for downplaying the severity of the current measles outbreak, and for promoting unproven treatments for measles. He has suggested alternatives including vitamin A supplements and cod liver oil, which experts say do not replace vaccination and are not backed by strong scientific evidence.
Kennedy has also made major changes to the Department of Health and Human Services, firing thousands of employees and cutting budgets for key agencies like the CDC, which experts say could weaken the country’s ability to respond to health emergencies.",https://www.aljazeera.com/news/2025/5/3/why-is-measles-spreading-in-canada-mexico-and-the-us
